Median Household Income,Total Population,Labor Force Participation,Rent Growth Rate,Income Growth Rate
32500.0,498.0,10.0,0.32258064516129026,-0.2601698194814359
65714.0,803.0,26.0,0.0,0.22972416632359005
34638.0,5630.0,96.0,0.12248322147651014,0.026950102285866695
57854.0,18707.0,1039.0,0.11052631578947358,-0.0748836688680301
12235.0,72.0,0.0,,
37714.0,2309.0,12.0,0.0025940337224383825,0.12107250081745491
27635.0,3481.0,122.0,0.509933774834437,0.02595040095040102
24063.0,505.0,15.0,0.061111111111111116,0.04056216216216213
43000.0,891.0,73.0,-0.10246433203631644,-0.0028985507246376274
27946.0,1303.0,92.0,,
94176.0,2624.0,75.0,,
32841.0,730.0,18.0,-0.17481789802289283,0.05236004742525724
23554.0,10793.0,669.0,0.03146853146853146,-0.020990066087534842
25938.0,3124.0,28.0,0.026086956521739202,0.4974885976560244
22298.0,2436.0,149.0,,
52444.0,4650.0,181.0,0.18078512396694224,0.08656196908797087
75000.0,328.0,6.0,-0.03084223013048637,-0.06699011009516698
39671.0,9368.0,486.0,0.018750000000000044,0.053454777205374615
53542.0,219.0,0.0,,
61250.0,129.0,0.0,0.0,0.11645795738320475
60651.0,1391.0,14.0,-0.09703504043126687,0.2206367734664305
26841.0,5078.0,266.0,-0.03583617747440271,-0.05642269563383251
52083.0,312.0,6.0,-0.01921132457027297,0.10708895738123081
37107.0,1380.0,57.0,0.0128571428571429,0.13411167822977466
34844.0,687.0,42.0,0.21867881548974943,0.5486222222222221
28774.0,1530.0,17.0,-0.09557522123893802,0.013811570713832655
35179.0,4168.0,394.0,,
92258.0,55863.0,1453.0,0.11246418338108888,0.11115393416758002
42813.0,1121.0,36.0,0.03194444444444455,0.04241435562805873
42132.0,3115.0,34.0,0.02928509905254084,0.029794930706621425
64167.0,4172.0,127.0,-0.09999999999999998,0.03645614601841385
47550.0,1068.0,18.0,0.2043795620437956,0.4736874728816711
88125.0,2777.0,87.0,-0.12210982658959535,0.1585486097416684
68960.0,460.0,1.0,0.08027923211169274,0.0748799800486315
33750.0,552.0,13.0,-0.07848101265822782,0.021180030257186067
36607.0,510.0,28.0,-0.022375215146299476,0.11975406827358381
68257.0,3638.0,178.0,-0.0035945363048166534,0.0943006012024048
22308.0,831.0,54.0,-0.2796610169491526,0.0523634305123124
38056.0,593.0,7.0,-0.09589041095890416,0.3883477436065812
26064.0,8747.0,233.0,0.03333333333333344,0.047377938517179086
33242.0,1076.0,12.0,0.11290322580645151,0.013506509344797024
39375.0,77.0,2.0,0.0,0.025150355385456624
69395.0,41632.0,1497.0,0.06318449873630994,0.008985562033819505
15313.0,1050.0,101.0,-0.029279279279279313,-0.10235066533794479
50574.0,6228.0,157.0,0.0205580029368575,-0.09096791588029118
30615.0,7237.0,153.0,0.02968750000000009,0.08054212402498862
72232.0,1831.0,32.0,-0.10778443113772451,0.10912859884836856
60417.0,1040.0,6.0,0.03960396039603964,0.3395042568286626
30903.0,583.0,45.0,-0.016460905349794275,-0.05573379778164822
39375.0,206.0,2.0,-0.04977777777777781,-0.28409090909090906
68298.0,2650.0,88.0,0.0630323679727427,-0.019312780896859727
36458.0,6553.0,197.0,-0.016925246826516194,0.24146150440971148
47969.0,776.0,54.0,0.12519561815336466,0.17146136563446324
34245.0,1701.0,169.0,0.0011587485515642815,0.11391211007383806
80190.0,14321.0,436.0,,
17458.0,396.0,29.0,,
59636.0,10691.0,113.0,0.09534050179211473,0.05472038484666264
41452.0,1206.0,74.0,0.09943714821763594,-0.017445719161847006
19205.0,291.0,12.0,0.16315789473684217,0.05556776959437171
57917.0,2871.0,107.0,0.010718113612004254,-0.07332799999999995
36000.0,601.0,35.0,0.08533333333333326,0.02857142857142847
21759.0,895.0,86.0,-0.00588235294117645,0.02646476082649296
28073.0,518.0,47.0,0.060702875399361034,0.06607678578209852
64125.0,709.0,25.0,0.09885931558935357,-0.042910447761194015
57125.0,942.0,78.0,-0.13481828839390386,0.175556653084743
74375.0,505.0,5.0,0.10846953937592874,0.14203454894433776
32625.0,683.0,2.0,,
46133.0,3421.0,180.0,0.030741410488245968,0.021342070889326825
65000.0,972.0,0.0,0.27118644067796605,0.6507936507936507
38984.0,1157.0,35.0,0.06842105263157894,0.06350938454823218
28216.0,2783.0,70.0,-0.04319371727748689,-0.02954428202923476
34682.0,33653.0,1623.0,-0.012213740458015265,-0.01117636996065463
43453.0,34957.0,1227.0,0.04020100502512558,0.06288831270485784
36803.0,5546.0,163.0,0.07719714964370539,-0.004624871531346386
40000.0,464.0,19.0,0.048678720445062496,0.06666666666666665
16393.0,1409.0,121.0,-0.28315946348733234,0.07948110101409189
38182.0,650.0,51.0,-0.010729613733905574,0.018186666666666573
38250.0,2302.0,114.0,0.009836065573770592,0.3264669163545568
33017.0,1424.0,32.0,0.010514018691588856,-0.11244623655913977
29371.0,55807.0,4329.0,-0.01033591731266148,-0.04883577836069819
40281.0,3750.0,49.0,-0.03149606299212604,0.2026333074580522
70930.0,33960.0,846.0,0.030008110300081103,0.02014986552373821
22310.0,1743.0,103.0,0.16289592760181004,-0.08268574482957114
53929.0,795.0,9.0,0.057739557739557634,0.25052753623188395
73977.0,33036.0,1093.0,0.09131403118040082,0.013772405854300285
18676.0,669.0,12.0,-0.12903225806451613,-0.03607741935483866
26944.0,3338.0,355.0,0.01775147928994092,0.022814409900163257
45461.0,3122.0,103.0,0.03250773993808043,-0.0004397440689518639
87656.0,4868.0,93.0,-0.06396255850234012,0.04716395087685754
93510.0,230.0,0.0,0.0,0.0590993521496852
48611.0,264.0,4.0,,
25640.0,3009.0,146.0,0.12371134020618557,0.21372781065088753
75029.0,2039.0,30.0,-0.03282051282051279,0.10641027531594238
21513.0,1551.0,165.0,-0.4302554027504911,0.18692413793103446
31929.0,2071.0,51.0,0.026156941649899457,0.06430000000000002
53080.0,21512.0,1193.0,0.026624068157614422,0.04760401042077844
42038.0,2687.0,21.0,0.5406504065040652,0.238634019859159
30583.0,431.0,30.0,-0.024566473988439252,0.008241848811525454
16974.0,906.0,31.0,0.033519553072625774,-0.05700000000000005
40893.0,256.0,0.0,-0.35636856368563685,-0.00865454545454547
68864.0,603.0,0.0,0.10154241645244211,0.12431020408163262
38875.0,939.0,42.0,0.037735849056603765,0.07460747456877481
20000.0,320.0,15.0,-0.022108843537414935,-0.0335362907122837
62363.0,53829.0,2239.0,0.01602564102564097,0.016793569530269226
56636.0,14497.0,717.0,0.041591320072332794,0.09543151135352601
34688.0,605.0,21.0,-0.0579310344827586,0.1969221213898762
109784.0,36755.0,726.0,0.048428207306711935,-0.017838930737712255
57925.0,1667.0,49.0,0.024600246002460135,0.0104490109200015
31377.0,6928.0,242.0,0.06554878048780477,0.0046105081164153905
51250.0,1056.0,43.0,-0.03615960099750626,0.08956778706124968
28209.0,6611.0,411.0,0.008210180623973828,-0.014532751091703044
94106.0,34988.0,795.0,0.058267716535433056,0.045030038533719674
28898.0,6180.0,409.0,-0.04423380726698267,-0.07047508765158095
39250.0,1206.0,48.0,0.21440536013400324,0.046666666666666634
25288.0,1118.0,112.0,-0.09215686274509804,0.3193509678092554
25536.0,555.0,23.0,0.05882352941176472,0.0076950396590504955
29834.0,15889.0,405.0,0.06481481481481488,0.07135418537005789
41842.0,359.0,27.0,0.12690355329949243,-0.3430159527697525
76458.0,440.0,6.0,,
24438.0,3046.0,54.0,,
51923.0,217.0,2.0,0.04097311139564663,0.05605385726198464
24821.0,520.0,42.0,0.09631147540983598,0.0450947368421053
26645.0,705.0,14.0,0.03900709219858145,-0.06189487026018381
38403.0,15682.0,885.0,0.0022883295194509046,0.029764298930094135
99432.0,15983.0,195.0,0.02024584237165583,0.05037871185151532
32859.0,4350.0,225.0,-0.04115226337448563,-0.054498892181969905
27912.0,8338.0,23.0,-0.11577181208053688,-0.008630793819925375
33750.0,163.0,20.0,,
49125.0,594.0,0.0,0.08760683760683752,0.01074007777297692
61454.0,2655.0,56.0,0.2476547842401502,0.014644938662968343
57129.0,4584.0,112.0,-0.014814814814814836,0.010131551029068486
68629.0,102212.0,2995.0,0.047388781431334515,0.07372060641143974
57799.0,8816.0,393.0,0.035650623885918,0.022393999964622324
55928.0,10395.0,907.0,,
43894.0,160.0,0.0,0.0,0.014632116687085306
56083.0,3983.0,189.0,0.048220436280137724,0.019357301246864633
31250.0,251.0,0.0,0.005181347150259086,0.32213572516500255
250001.0,170.0,0.0,0.0,0.0
22368.0,558.0,20.0,-0.015717092337917515,-0.04135773368190976
33000.0,351.0,0.0,-0.0023041474654378336,0.32000000000000006
39375.0,1506.0,0.0,0.08695652173913038,0.0
111140.0,1415.0,59.0,0.31376146788990833,1.0703787187272966
37954.0,8111.0,130.0,0.03548387096774186,-0.09787982506179882
32788.0,3971.0,55.0,0.05444887118193886,0.11942642540116077
35125.0,677.0,14.0,0.27575277337559423,-0.0474576271186441
31950.0,1963.0,70.0,,
75953.0,17298.0,336.0,0.047315741583257465,0.12537968025366353
82542.0,15607.0,161.0,0.04682539682539688,0.0005090909090910145
29789.0,7261.0,756.0,0.06675749318801083,-0.030495345961075282
50231.0,1242.0,75.0,-0.02622950819672132,0.05317119194884157
36712.0,4544.0,320.0,1.265625,0.5857630339942119
28594.0,3651.0,269.0,-0.02059925093632964,-0.05586739747738234
111477.0,227.0,0.0,0.0,0.08158691349400393
22647.0,1264.0,47.0,0.06119791666666674,0.02940909090909094
47611.0,19964.0,611.0,0.004819277108433662,0.014965145281289338
21350.0,10752.0,655.0,0.02033898305084736,-0.09357221703320029
34453.0,19356.0,1289.0,,
42062.0,33458.0,1145.0,0.03402366863905315,0.06734673162809579
35625.0,217.0,7.0,0.2019543973941369,0.1875
39375.0,64.0,3.0,0.0,-0.37623762376237624
17500.0,156.0,5.0,-0.486449864498645,0.13511059220341193
65655.0,4514.0,95.0,-0.07571288102261553,0.2263252269416116
27337.0,309.0,23.0,0.016949152542372836,-0.27302946495053715
35481.0,928.0,62.0,,
31941.0,920.0,61.0,0.01097178683385569,0.02211199999999991
36250.0,1870.0,69.0,0.04414003044140036,-0.10022835583796663
28661.0,876.0,45.0,-0.07165605095541405,0.2271890387497324
39375.0,144.0,0.0,-0.33333333333333337,-0.005254781092893457
56941.0,7481.0,308.0,0.02127659574468077,0.0606896037851834
58984.0,182.0,18.0,0.0,0.010709573501944902
35906.0,496.0,47.0,0.0,-0.01721636786642944
23462.0,2034.0,109.0,-0.0527240773286467,0.024452012924635502
47313.0,3504.0,179.0,0.012048192771084265,-0.21349491322561343
83182.0,1886.0,22.0,-0.044762757385855,0.1373916372685755
38562.0,4627.0,165.0,0.3722504230118444,0.112675649940849
33319.0,3467.0,142.0,-0.02329450915141429,0.012458597951928052
23533.0,603.0,17.0,,
50542.0,204366.0,7227.0,0.028108108108108043,0.06588215445611367
37292.0,403.0,13.0,0.005945303210463715,0.14744615384615378
45750.0,904.0,47.0,,
48175.0,16369.0,401.0,0.0803571428571428,0.1177234866940442
62862.0,2780.0,65.0,-0.3153988868274582,0.3464273474982864
38873.0,1298.0,7.0,-0.07835325365205847,0.16911278195488721
39000.0,924.0,42.0,0.202247191011236,0.022950819672131084
31240.0,18558.0,1211.0,-0.014367816091954033,0.04397807779708596
39716.0,11694.0,134.0,0.05908419497784334,0.0900208584916018
31750.0,295.0,0.0,-0.16488925348646433,-0.036974127210409824
25417.0,1009.0,31.0,0.19256756756756754,0.033925883740796525
59946.0,8166.0,225.0,0.034977578475336335,0.10707690034719652
61786.0,195.0,14.0,0.0,0.04750440797504418
85306.0,18655.0,287.0,0.04338394793926237,0.034450979203298315
60106.0,386.0,8.0,0.031165311653116534,0.9138381201044385
34750.0,343.0,4.0,0.12612612612612617,0.26363636363636367
39375.0,359.0,20.0,,
32344.0,5000.0,323.0,0.08159722222222232,0.01838790931989931
34063.0,225.0,0.0,0.0,-0.06033103448275867
47375.0,690.0,17.0,-0.276536312849162,0.43560606060606055
66648.0,2226.0,71.0,0.15225334957369063,0.046394423249022765
34662.0,3130.0,189.0,-0.2379912663755459,-0.24000175407823188
41673.0,24011.0,1338.0,0.04457953394123604,0.062382093509407044
68165.0,17222.0,217.0,0.02502234137622872,0.25485539662377343
85350.0,14302.0,169.0,0.16735708367854185,0.08336929755527911
26786.0,326.0,3.0,1.25,0.477848275862069
35146.0,2995.0,38.0,0.08356940509915023,0.21620873416845465
53500.0,415.0,18.0,-0.17479674796747968,0.04653664834412474
38283.0,12762.0,657.0,0.08671171171171177,0.06536984471531149
